policy_id,customer_age,region_code,region_density,subscription_length,property_age,property_value,property_type,coverage_amount,claim_date,claim_type,claim_amount,deductible_met,year,month,year_month
POL041176,53,C3,4076,9.3,34,245000,Single-Family,200000,2024-01-04,Water Damage,3214.21,True,2024,1,2024-01
POL005738,40,C8,8794,2.8,5,349000,Condo,280000,2024-01-11,Water Damage,12768.57,True,2024,1,2024-01
POL048786,36,C9,17804,10.3,8,380000,Condo,351000,2024-01-19,Theft,1399.11,True,2024,1,2024-01
POL044644,43,C3,4076,8.7,14,521000,Single-Family,446000,2024-01-07,Water Damage,7819.51,True,2024,1,2024-01
POL002934,61,C7,6112,10.6,26,315000,Townhouse,315000,2024-02-12,Theft,2691.42,True,2024,2,2024-02
POL025338,48,C14,7788,12.4,50,238000,Townhouse,199000,2024-02-06,Water Damage,9050.96,True,2024,2,2024-02
POL001295,36,C7,6112,0.8,31,326000,Single-Family,317000,2024-02-13,Water Damage,7155.58,True,2024,2,2024-02
POL019339,45,C11,6108,12.0,23,238000,Single-Family,236000,2024-02-19,Liability,11951.93,True,2024,2,2024-02
POL042074,47,C11,6108,12.5,8,326000,Single-Family,308000,2024-02-14,Water Damage,1188.69,True,2024,2,2024-02
POL028187,48,C15,290,0.3,20,391000,Single-Family,329000,2024-02-12,Liability,500.0,False,2024,2,2024-02
POL012472,44,C3,4076,5.0,30,271000,Townhouse,251000,2024-02-16,Theft,500.0,False,2024,2,2024-02
POL007827,35,C9,17804,0.8,53,372000,Townhouse,314000,2024-02-15,Fire (Non-Wildfire),42868.01,True,2024,2,2024-02
POL041428,52,C8,8794,1.4,14,230000,Single-Family,229000,2024-02-20,Theft,1468.31,True,2024,2,2024-02
POL050240,38,C13,5410,11.4,36,246000,Townhouse,234000,2024-02-27,Theft,2715.81,True,2024,2,2024-02
POL052265,48,C3,4076,1.3,8,235000,Condo,188000,2024-02-25,Wind/Hail,5719.09,True,2024,2,2024-02
POL052664,44,C17,65567,11.7,16,835000,Single-Family,727000,2024-02-14,Theft,3157.62,True,2024,2,2024-02
POL013609,36,C8,8794,10.5,31,287000,Condo,263000,2024-02-21,Fire (Non-Wildfire),17652.14,True,2024,2,2024-02
POL041544,54,C2,27003,2.5,22,383000,Single-Family,374000,2024-02-05,Water Damage,7446.25,True,2024,2,2024-02
POL056612,40,C3,4076,0.8,1,403000,Single-Family,377000,2024-02-24,Theft,1993.8,True,2024,2,2024-02
POL011252,46,C13,5410,11.9,32,234000,Townhouse,215000,2024-02-08,Water Damage,11541.96,True,2024,2,2024-02
POL008859,40,C3,4076,3.1,56,313000,Single-Family,282000,2024-02-13,Liability,18076.32,True,2024,2,2024-02
POL016694,45,C14,7788,12.3,27,323000,Townhouse,275000,2024-02-04,Wind/Hail,3283.62,True,2024,2,2024-02
POL007686,37,C13,5410,1.6,17,462000,Townhouse,450000,2024-02-22,Wind/Hail,6706.73,True,2024,2,2024-02
POL005263,37,C13,5410,10.1,61,238000,Single-Family,237000,2024-02-06,Other,4140.46,True,2024,2,2024-02
POL003236,48,C2,27003,4.1,28,410000,Single-Family,406000,2024-02-15,Wind/Hail,6185.73,True,2024,2,2024-02
POL021479,40,C8,8794,7.6,15,350000,Single-Family,306000,2024-02-04,Theft,500.0,False,2024,2,2024-02
POL052709,53,C2,27003,10.3,17,344000,Condo,337000,2024-02-22,Water Damage,7109.05,True,2024,2,2024-02
POL020545,43,C8,8794,8.8,51,268000,Single-Family,224000,2024-02-16,Water Damage,2054.86,True,2024,2,2024-02
POL045687,58,C10,73430,3.5,22,540000,Single-Family,443000,2024-02-23,Theft,1038.91,True,2024,2,2024-02
POL016240,35,C9,17804,11.3,30,382000,Duplex,372000,2024-02-05,Theft,3571.99,True,2024,2,2024-02
POL012363,48,C2,27003,2.2,12,191000,Single-Family,178000,2024-02-13,Water Damage,4498.41,True,2024,2,2024-02
POL023017,51,C17,65567,10.3,25,297000,Single-Family,260000,2024-02-21,Wind/Hail,3927.24,True,2024,2,2024-02
POL055519,41,C2,27003,9.4,29,285000,Condo,277000,2024-02-15,Fire (Non-Wildfire),20783.07,True,2024,2,2024-02
POL027257,35,C5,34738,11.4,13,372000,Single-Family,351000,2024-02-02,Theft,2542.85,True,2024,2,2024-02
POL054205,35,C8,8794,0.2,37,304000,Townhouse,243000,2024-02-09,Theft,3758.2,True,2024,2,2024-02
POL005160,49,C2,27003,11.6,36,372000,Single-Family,335000,2024-02-08,Water Damage,6233.53,True,2024,2,2024-02
POL012108,45,C5,34738,2.4,19,542000,Single-Family,454000,2024-02-22,Fire (Non-Wildfire),33698.67,True,2024,2,2024-02
POL023291,48,C2,27003,4.9,31,678000,Single-Family,622000,2024-02-19,Wind/Hail,4540.6,True,2024,2,2024-02
POL024829,43,C8,8794,1.4,66,112000,Condo,97000,2024-02-15,Liability,7422.74,True,2024,2,2024-02
POL037048,36,C8,8794,2.3,41,205000,Single-Family,189000,2024-02-23,Liability,2054.06,True,2024,2,2024-02
POL024919,48,C13,5410,0.6,16,433000,Single-Family,359000,2024-02-17,Theft,1767.55,True,2024,2,2024-02
POL005613,40,C8,8794,12.3,29,272000,Single-Family,226000,2024-02-23,Fire (Non-Wildfire),35529.2,True,2024,2,2024-02
POL055944,47,C7,6112,12.5,14,278000,Single-Family,239000,2024-02-12,Water Damage,8191.36,True,2024,2,2024-02
POL002426,50,C9,17804,11.9,38,429000,Single-Family,419000,2024-02-27,Theft,1696.66,True,2024,2,2024-02
POL000796,40,C9,17804,0.7,18,475000,Condo,460000,2024-02-01,Water Damage,6154.94,True,2024,2,2024-02
POL030216,44,C8,8794,12.2,10,399000,Single-Family,355000,2024-02-22,Liability,8738.85,True,2024,2,2024-02
POL038904,41,C5,34738,6.0,20,320000,Condo,266000,2024-02-04,Water Damage,1402.09,True,2024,2,2024-02
POL028015,44,C3,4076,7.1,1,409000,Condo,398000,2024-02-26,Water Damage,6984.35,True,2024,2,2024-02
POL000909,45,C2,27003,10.9,27,520000,Single-Family,441000,2024-02-18,Water Damage,9443.66,True,2024,2,2024-02
POL026267,37,C14,7788,0.1,20,256000,Condo,256000,2024-02-11,Wind/Hail,3513.06,True,2024,2,2024-02
POL004850,41,C2,27003,7.9,49,459000,Duplex,402000,2024-03-16,Water Damage,5435.01,True,2024,3,2024-03
POL018686,40,C13,5410,12.5,17,202000,Single-Family,190000,2024-03-21,Water Damage,8471.22,True,2024,3,2024-03
POL007687,43,C12,34791,0.4,38,301000,Single-Family,288000,2024-03-17,Wind/Hail,6116.77,True,2024,3,2024-03
POL008777,35,C14,7788,1.8,36,220000,Single-Family,217000,2024-03-18,Fire (Non-Wildfire),13903.07,True,2024,3,2024-03
POL011031,37,C5,34738,2.5,36,403000,Townhouse,359000,2024-03-15,Water Damage,3673.02,True,2024,3,2024-03
POL015523,41,C8,8794,11.3,4,316000,Single-Family,300000,2024-03-06,Water Damage,12031.42,True,2024,3,2024-03
POL057493,45,C5,34738,4.1,20,333000,Condo,303000,2024-03-23,Fire (Non-Wildfire),1786.78,True,2024,3,2024-03
POL008484,52,C5,34738,0.9,12,491000,Single-Family,461000,2024-03-16,Water Damage,6750.8,True,2024,3,2024-03
POL001359,49,C3,4076,10.8,2,290000,Single-Family,278000,2024-03-25,Wind/Hail,6829.38,True,2024,3,2024-03
POL013855,40,C13,5410,10.3,33,176000,Single-Family,166000,2024-03-26,Theft,2115.52,True,2024,3,2024-03
POL030698,39,C13,5410,3.4,33,306000,Single-Family,278000,2024-03-10,Water Damage,12848.36,True,2024,3,2024-03
POL004520,51,C8,8794,6.3,12,438000,Single-Family,435000,2024-03-11,Theft,2423.19,True,2024,3,2024-03
POL055217,46,C8,8794,10.8,21,275000,Single-Family,237000,2024-03-22,Liability,9600.16,True,2024,3,2024-03
POL039062,52,C16,16206,4.9,17,428000,Single-Family,360000,2024-03-21,Water Damage,7370.84,True,2024,3,2024-03
POL033388,38,C14,7788,8.0,25,306000,Single-Family,301000,2024-03-28,Theft,1553.56,True,2024,3,2024-03
POL055161,37,C2,27003,2.2,26,442000,Single-Family,364000,2024-03-22,Water Damage,4461.79,True,2024,3,2024-03
POL041447,47,C19,27742,5.9,17,367000,Single-Family,304000,2024-03-28,Liability,15920.96,True,2024,3,2024-03
POL006319,54,C8,8794,8.0,50,252000,Condo,233000,2024-03-06,Water Damage,4524.79,True,2024,3,2024-03
POL012610,38,C11,6108,2.0,48,262000,Condo,244000,2024-03-13,Water Damage,11401.25,True,2024,3,2024-03
POL033424,44,C3,4076,2.0,17,318000,Townhouse,272000,2024-03-11,Fire (Non-Wildfire),23501.11,True,2024,3,2024-03
POL032397,57,C2,27003,6.8,44,285000,Condo,285000,2024-03-24,Liability,18024.09,True,2024,3,2024-03
POL046880,40,C1,4990,3.7,49,303000,Single-Family,282000,2024-03-17,Water Damage,5292.63,True,2024,3,2024-03
POL029146,43,C3,4076,7.4,27,352000,Single-Family,334000,2024-03-06,Liability,16055.89,True,2024,3,2024-03
POL049393,41,C3,4076,8.6,1,189000,Single-Family,185000,2024-03-10,Water Damage,15706.85,True,2024,3,2024-03
POL003605,47,C1,4990,3.5,26,229000,Single-Family,211000,2024-03-23,Liability,21194.6,True,2024,3,2024-03
POL055807,49,C8,8794,11.5,4,450000,Single-Family,399000,2024-03-23,Water Damage,8371.39,True,2024,3,2024-03
POL050592,53,C5,34738,8.6,9,489000,Single-Family,433000,2024-03-20,Water Damage,12031.18,True,2024,3,2024-03
POL058585,36,C13,5410,0.1,17,239000,Duplex,226000,2024-03-22,Wind/Hail,2697.65,True,2024,3,2024-03
POL012089,49,C2,27003,0.8,16,310000,Single-Family,295000,2024-03-20,Water Damage,3864.55,True,2024,3,2024-03
POL050969,43,C5,34738,0.8,39,434000,Single-Family,405000,2024-03-07,Water Damage,10610.62,True,2024,3,2024-03
POL013429,39,C3,4076,2.9,16,248000,Single-Family,244000,2024-03-22,Wind/Hail,5743.1,True,2024,3,2024-03
POL034884,50,C8,8794,7.7,20,254000,Condo,242000,2024-03-28,Water Damage,12269.65,True,2024,3,2024-03
POL044356,48,C5,34738,1.4,23,382000,Townhouse,359000,2024-03-09,Wind/Hail,1665.89,True,2024,3,2024-03
POL012556,36,C12,34791,3.3,38,523000,Single-Family,455000,2024-03-25,Wind/Hail,3120.73,True,2024,3,2024-03
POL021475,44,C8,8794,5.0,10,296000,Single-Family,243000,2024-03-10,Wind/Hail,6308.76,True,2024,3,2024-03
POL015141,37,C4,21622,11.7,40,354000,Single-Family,346000,2024-03-06,Water Damage,7708.89,True,2024,3,2024-03
POL014090,37,C5,34738,6.0,16,217000,Condo,215000,2024-03-19,Wind/Hail,4624.0,True,2024,3,2024-03
POL053200,47,C2,27003,6.4,1,322000,Single-Family,322000,2024-03-20,Theft,3600.98,True,2024,3,2024-03
POL052363,40,C2,27003,2.3,24,487000,Single-Family,471000,2024-03-09,Fire (Non-Wildfire),17982.39,True,2024,3,2024-03
POL006312,51,C8,8794,4.3,9,451000,Single-Family,411000,2024-03-17,Water Damage,10773.32,True,2024,3,2024-03
POL016276,40,C10,73430,12.2,17,539000,Single-Family,447000,2024-03-01,Liability,17539.48,True,2024,3,2024-03
POL007804,42,C2,27003,2.9,24,415000,Single-Family,366000,2024-03-02,Water Damage,500.0,False,2024,3,2024-03
POL027368,46,C8,8794,3.6,9,539000,Single-Family,491000,2024-03-10,Water Damage,12386.25,True,2024,3,2024-03
POL026991,44,C8,8794,10.1,12,408000,Condo,389000,2024-03-13,Water Damage,8297.3,True,2024,3,2024-03
POL039660,37,C8,8794,6.1,42,242000,Single-Family,236000,2024-03-07,Theft,5216.41,True,2024,3,2024-03
POL050184,58,C8,8794,6.0,14,367000,Single-Family,323000,2024-03-18,Liability,16918.55,True,2024,3,2024-03
POL052992,49,C8,8794,8.4,51,287000,Condo,274000,2024-03-09,Wind/Hail,667.28,False,2024,3,2024-03
POL004660,41,C2,27003,2.9,19,522000,Single-Family,489000,2024-03-03,Theft,2675.73,True,2024,3,2024-03
POL009889,47,C12,34791,11.0,45,109000,Single-Family,90000,2024-03-19,Theft,3436.59,True,2024,3,2024-03
POL016580,46,C5,34738,6.2,34,620000,Condo,515000,2024-03-20,Water Damage,8203.0,True,2024,3,2024-03
POL015483,48,C7,6112,8.5,5,379000,Condo,337000,2024-04-05,Liability,9334.83,True,2024,4,2024-04
POL034105,40,C5,34738,9.3,6,486000,Single-Family,437000,2024-04-26,Water Damage,6319.96,True,2024,4,2024-04
POL040258,51,C2,27003,0.9,10,705000,Condo,681000,2024-04-09,Theft,2900.48,True,2024,4,2024-04
POL035331,38,C11,6108,1.8,33,299000,Single-Family,299000,2024-04-07,Fire (Non-Wildfire),500.0,False,2024,4,2024-04
POL026903,47,C7,6112,5.5,26,159000,Single-Family,158000,2024-04-01,Water Damage,10946.85,True,2024,4,2024-04
POL054786,51,C8,8794,12.4,49,202000,Single-Family,195000,2024-04-14,Liability,17198.33,True,2024,4,2024-04
POL000391,40,C2,27003,10.5,43,281000,Single-Family,239000,2024-04-01,Wind/Hail,8559.64,True,2024,4,2024-04
POL015055,64,C8,8794,12.1,41,233000,Single-Family,229000,2024-04-23,Liability,14746.86,True,2024,4,2024-04
POL046611,54,C2,27003,11.7,36,207000,Condo,166000,2024-04-07,Theft,3609.83,True,2024,4,2024-04
POL013133,39,C2,27003,8.6,20,381000,Single-Family,337000,2024-04-28,Theft,4037.08,True,2024,4,2024-04
POL055518,52,C3,4076,5.6,30,113000,Single-Family,97000,2024-04-18,Wind/Hail,3832.81,True,2024,4,2024-04
POL058372,40,C7,6112,6.7,51,237000,Single-Family,237000,2024-04-27,Theft,1025.74,True,2024,4,2024-04
POL044176,46,C8,8794,10.4,14,395000,Single-Family,345000,2024-04-01,Liability,10974.6,True,2024,4,2024-04
POL028245,50,C14,7788,12.1,29,374000,Single-Family,368000,2024-04-25,Liability,18116.02,True,2024,4,2024-04
POL023488,53,C8,8794,12.0,30,352000,Single-Family,336000,2024-04-21,Liability,15512.17,True,2024,4,2024-04
POL023722,52,C10,73430,7.0,42,893000,Duplex,876000,2024-04-04,Fire (Non-Wildfire),5494.74,True,2024,4,2024-04
POL035102,41,C8,8794,11.0,24,240000,Single-Family,216000,2024-04-05,Theft,2263.29,True,2024,4,2024-04
POL008676,43,C3,4076,3.7,26,156000,Townhouse,136000,2024-04-14,Water Damage,7890.97,True,2024,4,2024-04
POL045981,44,C19,27742,10.9,26,469000,Single-Family,461000,2024-04-07,Theft,1192.76,True,2024,4,2024-04
POL050785,52,C2,27003,8.0,29,417000,Single-Family,374000,2024-04-12,Fire (Non-Wildfire),29723.14,True,2024,4,2024-04
POL012529,45,C2,27003,11.7,12,430000,Single-Family,369000,2024-04-11,Wind/Hail,5001.52,True,2024,4,2024-04
POL003958,36,C3,4076,0.6,20,406000,Single-Family,340000,2024-04-19,Theft,1504.23,True,2024,4,2024-04
POL046824,48,C3,4076,5.8,16,324000,Single-Family,321000,2024-04-07,Fire (Non-Wildfire),39639.48,True,2024,4,2024-04
POL008536,39,C14,7788,4.0,16,190000,Condo,183000,2024-04-17,Water Damage,4449.56,True,2024,4,2024-04
POL039320,46,C3,4076,0.8,9,276000,Condo,267000,2024-04-20,Fire (Non-Wildfire),40820.57,True,2024,4,2024-04
POL025848,45,C8,8794,5.9,35,330000,Single-Family,321000,2024-04-08,Theft,1996.11,True,2024,4,2024-04
POL026932,40,C8,8794,10.4,28,402000,Townhouse,365000,2024-04-21,Wind/Hail,6811.7,True,2024,4,2024-04
POL004009,42,C8,8794,5.5,31,223000,Single-Family,183000,2024-04-01,Water Damage,9318.89,True,2024,4,2024-04
POL017446,36,C10,73430,2.8,45,485000,Condo,391000,2024-04-09,Liability,16109.99,True,2024,4,2024-04
POL009271,57,C3,4076,10.9,15,222000,Single-Family,179000,2024-04-22,Theft,2292.08,True,2024,4,2024-04
POL014176,40,C8,8794,0.4,27,218000,Duplex,182000,2024-04-28,Water Damage,8581.45,True,2024,4,2024-04
POL052379,53,C8,8794,10.3,1,366000,Single-Family,315000,2024-04-11,Water Damage,10898.9,True,2024,4,2024-04
POL049266,43,C8,8794,11.9,52,325000,Townhouse,302000,2024-04-21,Water Damage,9512.06,True,2024,4,2024-04
POL038116,45,C10,73430,3.8,47,164000,Townhouse,150000,2024-04-16,Other,1405.26,True,2024,4,2024-04
POL022302,39,C7,6112,8.2,9,333000,Single-Family,279000,2024-04-10,Water Damage,5623.68,True,2024,4,2024-04
POL001839,40,C14,7788,1.9,38,234000,Single-Family,218000,2024-04-05,Water Damage,14072.96,True,2024,4,2024-04
POL016385,62,C14,7788,1.3,42,302000,Single-Family,250000,2024-04-05,Fire (Non-Wildfire),29527.58,True,2024,4,2024-04
POL002550,40,C7,6112,7.8,31,280000,Duplex,254000,2024-04-02,Water Damage,8605.82,True,2024,4,2024-04
POL050862,41,C8,8794,0.7,33,295000,Townhouse,253000,2024-04-17,Liability,6229.71,True,2024,4,2024-04
POL045243,45,C1,4990,3.1,33,349000,Single-Family,289000,2024-04-23,Wind/Hail,6170.18,True,2024,4,2024-04
POL013287,39,C14,7788,3.0,19,187000,Single-Family,180000,2024-04-07,Water Damage,11116.07,True,2024,4,2024-04
POL049245,38,C9,17804,11.5,31,490000,Single-Family,454000,2024-04-18,Theft,3520.06,True,2024,4,2024-04
POL035113,47,C7,6112,5.6,34,250000,Condo,238000,2024-04-06,Theft,2900.65,True,2024,4,2024-04
POL052204,35,C3,4076,2.2,23,149000,Duplex,138000,2024-04-04,Water Damage,8081.76,True,2024,4,2024-04
POL010607,40,C5,34738,4.6,43,193000,Single-Family,161000,2024-04-27,Fire (Non-Wildfire),17356.23,True,2024,4,2024-04
POL003913,44,C8,8794,11.4,49,348000,Single-Family,302000,2024-04-06,Water Damage,6481.1,True,2024,4,2024-04
POL017971,36,C9,17804,11.9,31,312000,Single-Family,300000,2024-05-07,Other,936.26,False,2024,5,2024-05
POL013528,36,C8,8794,5.7,16,312000,Single-Family,266000,2024-05-13,Wind/Hail,4171.41,True,2024,5,2024-05
POL026076,38,C3,4076,0.8,26,267000,Single-Family,252000,2024-05-04,Fire (Non-Wildfire),36662.54,True,2024,5,2024-05
POL014038,46,C5,34738,11.2,26,443000,Condo,376000,2024-05-10,Theft,2688.03,True,2024,5,2024-05
POL045908,38,C8,8794,4.9,31,152000,Single-Family,122000,2024-05-01,Theft,4522.76,True,2024,5,2024-05
POL009767,48,C8,8794,11.0,8,416000,Townhouse,415000,2024-05-15,Fire (Non-Wildfire),28286.33,True,2024,5,2024-05
POL023527,51,C8,8794,2.7,37,388000,Single-Family,314000,2024-05-01,Theft,1816.14,True,2024,5,2024-05
POL011027,43,C10,73430,0.8,19,524000,Single-Family,475000,2024-05-21,Water Damage,8874.36,True,2024,5,2024-05
POL003894,42,C14,7788,0.9,18,382000,Condo,373000,2024-05-10,Wind/Hail,6664.13,True,2024,5,2024-05
POL045672,39,C7,6112,2.4,17,234000,Single-Family,231000,2024-05-21,Theft,3175.85,True,2024,5,2024-05
POL003294,41,C5,34738,3.1,27,765000,Single-Family,720000,2024-05-25,Wind/Hail,4615.46,True,2024,5,2024-05
POL041779,39,C21,3264,6.1,1,226000,Single-Family,182000,2024-05-10,Water Damage,7395.94,True,2024,5,2024-05
POL044327,39,C3,4076,1.5,21,341000,Single-Family,315000,2024-05-12,Theft,3052.12,True,2024,5,2024-05
POL033016,36,C8,8794,3.6,32,348000,Condo,298000,2024-05-27,Wind/Hail,4845.25,True,2024,5,2024-05
POL051607,62,C9,17804,11.8,8,265000,Single-Family,219000,2024-05-10,Theft,1333.79,True,2024,5,2024-05
POL030572,38,C2,27003,0.9,10,476000,Condo,468000,2024-05-12,Theft,3039.04,True,2024,5,2024-05
POL013013,46,C8,8794,11.6,17,395000,Single-Family,323000,2024-05-16,Liability,11042.25,True,2024,5,2024-05
POL003360,40,C10,73430,11.6,44,527000,Single-Family,422000,2024-05-14,Liability,11560.11,True,2024,5,2024-05
POL035078,37,C7,6112,2.4,11,227000,Single-Family,202000,2024-05-20,Wind/Hail,6235.11,True,2024,5,2024-05
POL057972,41,C8,8794,12.5,9,350000,Single-Family,339000,2024-05-11,Liability,11995.89,True,2024,5,2024-05
POL011010,36,C8,8794,5.1,39,377000,Single-Family,317000,2024-05-21,Wind/Hail,7713.51,True,2024,5,2024-05
POL051181,64,C2,27003,11.5,17,575000,Condo,521000,2024-05-10,Liability,16303.42,True,2024,5,2024-05
POL036178,40,C6,13051,1.2,9,362000,Condo,312000,2024-05-08,Water Damage,8821.72,True,2024,5,2024-05
POL037180,35,C16,16206,4.3,14,355000,Single-Family,315000,2024-05-13,Water Damage,8169.17,True,2024,5,2024-05
POL017783,44,C9,17804,2.8,15,324000,Condo,295000,2024-05-21,Liability,17176.67,True,2024,5,2024-05
POL035011,41,C11,6108,4.8,49,216000,Condo,189000,2024-05-15,Fire (Non-Wildfire),29169.55,True,2024,5,2024-05
POL048846,44,C7,6112,10.2,22,281000,Single-Family,226000,2024-05-19,Fire (Non-Wildfire),28699.79,True,2024,5,2024-05
POL006933,38,C8,8794,11.5,31,423000,Single-Family,385000,2024-05-14,Water Damage,6407.9,True,2024,5,2024-05
POL028364,39,C2,27003,10.4,35,444000,Condo,406000,2024-05-20,Liability,11387.33,True,2024,5,2024-05
POL006820,58,C2,27003,8.3,35,100000,Single-Family,87000,2024-05-01,Water Damage,8822.73,True,2024,5,2024-05
POL037872,44,C6,13051,10.8,11,385000,Condo,380000,2024-05-15,Theft,2637.82,True,2024,5,2024-05
POL056332,44,C8,8794,5.3,26,290000,Single-Family,274000,2024-05-22,Theft,2334.19,True,2024,5,2024-05
POL018528,38,C12,34791,2.1,48,413000,Condo,351000,2024-05-17,Theft,1720.13,True,2024,5,2024-05
POL001951,48,C13,5410,6.4,24,319000,Single-Family,267000,2024-05-15,Theft,3455.27,True,2024,5,2024-05
POL041913,37,C4,21622,8.8,47,428000,Condo,397000,2024-05-27,Water Damage,6257.09,True,2024,5,2024-05
POL038409,37,C3,4076,3.7,47,403000,Townhouse,328000,2024-05-14,Water Damage,12214.54,True,2024,5,2024-05
POL046456,41,C13,5410,11.2,36,462000,Single-Family,446000,2024-05-12,Liability,21169.24,True,2024,5,2024-05
POL034603,36,C3,4076,9.8,14,184000,Single-Family,178000,2024-05-05,Theft,2850.88,True,2024,5,2024-05
POL009854,43,C1,4990,1.5,13,433000,Single-Family,409000,2024-05-05,Water Damage,17418.14,True,2024,5,2024-05
POL012461,42,C8,8794,11.6,24,316000,Condo,294000,2024-05-05,Theft,2658.44,True,2024,5,2024-05
POL043186,44,C14,7788,9.8,17,337000,Single-Family,303000,2024-05-02,Water Damage,13436.35,True,2024,5,2024-05
POL024345,47,C8,8794,1.0,64,233000,Single-Family,222000,2024-05-22,Water Damage,3426.53,True,2024,5,2024-05
POL054138,57,C22,16733,11.8,26,233000,Single-Family,191000,2024-05-04,Theft,4505.45,True,2024,5,2024-05
POL009995,41,C8,8794,5.3,1,383000,Condo,337000,2024-05-25,Theft,2158.02,True,2024,5,2024-05
POL002931,44,C11,6108,11.5,19,216000,Condo,194000,2024-05-09,Theft,1701.79,True,2024,5,2024-05
POL007800,50,C9,17804,10.8,29,343000,Single-Family,289000,2024-05-24,Theft,2491.3,True,2024,5,2024-05
POL050951,54,C2,27003,9.6,37,461000,Single-Family,432000,2024-05-23,Liability,15668.88,True,2024,5,2024-05
POL011360,54,C22,16733,10.1,40,315000,Single-Family,258000,2024-05-11,Theft,2920.23,True,2024,5,2024-05
POL026483,38,C8,8794,0.8,37,435000,Single-Family,371000,2024-06-04,Water Damage,4257.8,True,2024,6,2024-06
POL058328,41,C2,27003,2.0,12,352000,Single-Family,307000,2024-06-26,Water Damage,7044.63,True,2024,6,2024-06
POL007613,50,C5,34738,6.0,52,550000,Single-Family,497000,2024-06-14,Fire (Non-Wildfire),25863.6,True,2024,6,2024-06
POL046989,48,C8,8794,2.0,34,276000,Single-Family,269000,2024-06-08,Water Damage,3719.6,True,2024,6,2024-06
POL024323,54,C5,34738,4.2,21,269000,Single-Family,269000,2024-06-16,Wind/Hail,2401.45,True,2024,6,2024-06
POL024059,45,C14,7788,11.2,24,310000,Single-Family,283000,2024-06-17,Theft,500.0,False,2024,6,2024-06
POL045204,36,C6,13051,9.3,31,536000,Condo,520000,2024-06-25,Wind/Hail,6210.83,True,2024,6,2024-06
POL021336,37,C2,27003,4.5,27,307000,Single-Family,290000,2024-06-07,Water Damage,6957.54,True,2024,6,2024-06
POL037021,50,C14,7788,9.0,29,378000,Single-Family,349000,2024-06-20,Theft,3920.37,True,2024,6,2024-06
POL023825,59,C14,7788,4.6,8,564000,Single-Family,500000,2024-06-17,Theft,3213.01,True,2024,6,2024-06
POL055106,44,C12,34791,10.3,1,515000,Single-Family,508000,2024-06-27,Fire (Non-Wildfire),29621.27,True,2024,6,2024-06
POL004530,51,C12,34791,4.1,18,319000,Single-Family,284000,2024-06-18,Fire (Non-Wildfire),12332.29,True,2024,6,2024-06
POL015530,48,C14,7788,10.1,15,433000,Single-Family,357000,2024-06-09,Theft,2955.05,True,2024,6,2024-06
POL058584,35,C14,7788,0.0,44,218000,Single-Family,188000,2024-06-07,Water Damage,10259.1,True,2024,6,2024-06
POL016835,41,C2,27003,5.5,29,204000,Townhouse,173000,2024-06-17,Theft,2281.76,True,2024,6,2024-06
POL044851,44,C8,8794,10.3,20,428000,Townhouse,417000,2024-06-10,Wind/Hail,5112.4,True,2024,6,2024-06
POL054220,39,C15,290,0.9,53,150000,Single-Family,122000,2024-06-14,Water Damage,17331.4,True,2024,6,2024-06
POL044218,48,C2,27003,10.4,27,492000,Condo,459000,2024-06-06,Water Damage,8962.91,True,2024,6,2024-06
POL043110,54,C8,8794,12.5,32,354000,Single-Family,318000,2024-06-18,Water Damage,8160.13,True,2024,6,2024-06
POL000611,51,C9,17804,11.9,14,265000,Single-Family,243000,2024-06-09,Water Damage,9288.21,True,2024,6,2024-06
POL042833,40,C3,4076,12.4,18,268000,Single-Family,224000,2024-06-24,Fire (Non-Wildfire),24814.08,True,2024,6,2024-06
POL013883,41,C5,34738,1.3,41,416000,Single-Family,385000,2024-06-25,Theft,2701.46,True,2024,6,2024-06
POL002654,44,C2,27003,11.9,7,487000,Single-Family,397000,2024-06-03,Water Damage,13602.73,True,2024,6,2024-06
POL036121,43,C2,27003,1.6,9,547000,Single-Family,509000,2024-06-13,Water Damage,8925.19,True,2024,6,2024-06
POL043995,37,C3,4076,3.3,40,349000,Duplex,342000,2024-06-21,Liability,12858.54,True,2024,6,2024-06
POL020557,45,C13,5410,5.9,16,436000,Single-Family,349000,2024-06-10,Wind/Hail,2480.91,True,2024,6,2024-06
POL015160,38,C3,4076,0.5,43,275000,Single-Family,244000,2024-06-23,Theft,3023.8,True,2024,6,2024-06
POL035965,50,C5,34738,5.0,1,504000,Single-Family,486000,2024-06-13,Water Damage,7233.94,True,2024,6,2024-06
POL032929,45,C8,8794,3.4,19,321000,Single-Family,279000,2024-06-20,Theft,1463.93,True,2024,6,2024-06
POL028724,37,C14,7788,7.0,14,233000,Single-Family,205000,2024-06-10,Theft,2533.68,True,2024,6,2024-06
POL046410,43,C13,5410,9.6,18,128000,Single-Family,123000,2024-06-14,Theft,1221.79,True,2024,6,2024-06
POL012391,45,C7,6112,0.8,31,302000,Single-Family,287000,2024-06-13,Theft,1945.57,True,2024,6,2024-06
POL057872,38,C3,4076,2.1,13,233000,Condo,213000,2024-06-02,Water Damage,7356.8,True,2024,6,2024-06
POL048158,44,C2,27003,0.3,26,633000,Townhouse,605000,2024-06-02,Water Damage,12076.8,True,2024,6,2024-06
POL051241,36,C7,6112,1.3,35,229000,Single-Family,224000,2024-07-19,Theft,2837.51,True,2024,7,2024-07
